Disease_ID,Name,Category
853986,Leader Some,Cancer
522834,Tell Financial,Respiratory
520528,Think Future,Infectious
823302,Detail Western,Genetic
006318,Wait Certainly,Endocrine
854394,Base There,Autoimmune
084010,Part Lead,Cancer
602835,Lead Attorney,Infectious
428886,Investment Treatment,Infectious
471388,Protect Level,Respiratory
674242,Position Energy,Endocrine
135499,Present Suddenly,Genetic
012308,Result Daughter,Cardiovascular
967425,What Land,Cancer
435608,Respond Thank,Infectious
806952,Wish Scientist,Cancer
911314,Quality Money,Neurological
515928,Event Their,Infectious
046803,When Fund,Neurological
367976,Because Gun,Cardiovascular
991834,Short Image,Autoimmune
024935,Beautiful Face,Infectious
230133,Seek Second,Endocrine
857956,Possible Nice,Neurological
062900,Toward Through,Cardiovascular
244355,Student May,Cardiovascular
337930,May Evidence,Infectious
497738,Natural Dream,Cardiovascular
015856,Capital Rich,Respiratory
114100,Everyone Election,Respiratory
742509,Goal Past,Neurological
295920,Give Just,Cancer
493507,Themselves Leader,Cancer
471919,Prove Likely,Respiratory
630293,Letter Traditional,Autoimmune
825925,Policy Ready,Neurological
804735,Several View,Genetic
926165,Real Responsibility,Endocrine
629400,Decade Property,Neurological
920274,Language Dinner,Neurological
253654,Often Evening,Infectious
957520,Although Billion,Genetic
773624,Most Trial,Endocrine
957390,Try Rise,Cancer
432115,Look Wind,Neurological
684639,Eye Can,Autoimmune
876251,Agent We,Autoimmune
132154,In We,Infectious
262059,Require Modern,Infectious
472086,Second Four,Cancer
342661,Mean Risk,Genetic
839687,Structure Happen,Respiratory
070612,Its Industry,Neurological
403069,Drug Direction,Endocrine
029537,Increase Kitchen,Autoimmune
259468,Miss Year,Autoimmune
442162,Realize First,Cardiovascular
923881,Upon Glass,Infectious
190611,Way Parent,Autoimmune
338726,These Common,Genetic
252115,Director Usually,Endocrine
348373,Author Open,Cancer
607312,Good Away,Cancer
848650,Enough Also,Cancer
016834,Fact Mouth,Infectious
970495,Final Floor,Infectious
512036,Account Real,Autoimmune
568328,Color Determine,Genetic
819873,Yourself Catch,Neurological
163055,Once Less,Cardiovascular
601259,Thus Be,Respiratory
697802,Tax Speech,Infectious
465370,Wait Matter,Cancer
194070,Tell Seat,Infectious
890787,Congress Executive,Endocrine
303336,Budget Sport,Neurological
816158,Skin Drive,Respiratory
836512,Health Red,Cancer
549248,Bring Machine,Neurological
301756,Office Themselves,Neurological
612530,Day Piece,Infectious
091339,Wear Now,Autoimmune
884515,Tree Industry,Cancer
049884,Very Their,Cancer
735573,Alone Station,Neurological
460984,Stand Activity,Cardiovascular
672055,Share Pick,Cardiovascular
750919,Indicate Perform,Cardiovascular
131642,Quality Hotel,Neurological
438946,Middle Compare,Endocrine
292792,Task Speak,Cancer
472311,Sign List,Cancer
133048,Truth Executive,Autoimmune
821161,Avoid Teacher,Autoimmune
136453,Leg Experience,Endocrine
072107,Attorney Challenge,Autoimmune
505494,Activity Republican,Neurological
210542,Without Necessary,Infectious
353431,Worry Sure,Cardiovascular
675931,Within Else,Infectious
315862,Best Air,Genetic
703350,Customer Shake,Cancer
448658,Family Something,Cancer
573784,Country Pm,Cardiovascular
537064,Travel Wish,Genetic
346616,View Benefit,Neurological
640140,Oil Good,Respiratory
858914,Too Alone,Cardiovascular
212194,Central Film,Respiratory
100916,Score Third,Cancer
873635,Site Physical,Cancer
521581,Point Its,Autoimmune
851961,Kid House,Infectious
471808,Sometimes Box,Endocrine
057714,Else Baby,Cardiovascular
951128,Administration Wonder,Cancer
212633,Environmental Life,Endocrine
770763,Owner Play,Cardiovascular
871548,Baby Black,Cancer
496336,Member Commercial,Cardiovascular
321936,Line Today,Cancer
917283,Land People,Infectious
306675,Front Walk,Cancer
322930,Continue Story,Respiratory
511625,Bring Together,Infectious
983417,Eye Team,Neurological
747485,Reflect Receive,Cardiovascular
783800,Prevent Catch,Endocrine
026769,Be Writer,Genetic
313996,Health Very,Respiratory
892174,Who Less,Cancer
618257,Image South,Respiratory
648739,Challenge Owner,Endocrine
794589,Wall Just,Infectious
330845,Compare Range,Infectious
197321,Company Administration,Respiratory
969573,Serve Important,Infectious
111407,Whose Main,Autoimmune
599934,Easy Once,Respiratory
223948,Society Serious,Infectious
716325,Century Building,Infectious
598247,Finally Hit,Cancer
780973,Never Common,Endocrine
098537,Great Member,Infectious
846116,Special Last,Cardiovascular
903707,I Speak,Infectious
733104,Begin Admit,Cancer
144938,Author Federal,Respiratory
539581,Hair Director,Autoimmune
560777,Since Middle,Endocrine
125130,Make Term,Infectious
633019,Watch Beautiful,Autoimmune
292808,Better Meeting,Endocrine
811774,Black Record,Neurological
112102,Computer Lawyer,Autoimmune
500197,Natural Entire,Endocrine
229546,Doctor Indeed,Cardiovascular
024099,Art Coach,Cardiovascular
068614,To Picture,Respiratory
547513,Represent Deep,Autoimmune
832416,No Knowledge,Respiratory
189310,Per Production,Autoimmune
161273,Turn Maintain,Cancer
429518,Reach And,Endocrine
628894,Interesting Case,Respiratory
185167,Area Their,Cancer
242801,Red Consider,Infectious
062949,Capital Collection,Cancer
143939,Else Leg,Endocrine
493040,Born Care,Autoimmune
372438,Deep Good,Genetic
844995,Bit Ok,Genetic
219853,Scientist Meet,Endocrine
948964,Research Of,Cardiovascular
643597,Teacher Information,Autoimmune
909826,Message Staff,Neurological
328763,Air Far,Respiratory
518356,Until President,Cancer
587901,Already Truth,Endocrine
144167,Sure Economy,Cancer
330917,Staff Coach,Cardiovascular
143520,Program A,Infectious
829568,Why Debate,Autoimmune
170951,Audience Continue,Cardiovascular
457436,Air Turn,Respiratory
652644,Free Glass,Autoimmune
339690,Ok Plant,Autoimmune
595566,After Leg,Respiratory
861460,Near Administration,Cardiovascular
162971,Authority She,Genetic
278201,Image Media,Respiratory
973800,Guy Doctor,Endocrine
881759,Bar Local,Cancer
620070,Hit Benefit,Cancer
307719,Tell Heart,Endocrine
303734,Trip Marriage,Autoimmune
141842,Popular Skin,Cancer
215862,Near Civil,Respiratory
783885,Degree List,Infectious
574192,Sit Organization,Autoimmune
522127,Often Beautiful,Autoimmune
680388,To Matter,Cardiovascular
767433,Summer Thing,Cardiovascular
632231,Opportunity Thought,Cancer
828688,Task Concern,Respiratory
609168,And He,Infectious
630340,Remain Whatever,Autoimmune
100293,West Bill,Cardiovascular
734320,Left Gas,Endocrine
645070,Stuff Rate,Genetic
517318,Risk Various,Autoimmune
530129,Usually Follow,Autoimmune
577077,Child Foreign,Endocrine
107639,Now Receive,Infectious
762565,Pick Bad,Neurological
045169,Someone Candidate,Infectious
480239,Ok Every,Genetic
668995,Dog Sit,Cardiovascular
680171,Yourself Reveal,Cardiovascular
698476,Use Dinner,Infectious
407597,Yet People,Cardiovascular
103949,Paper Sell,Neurological
089005,Possible When,Cancer
782467,Care Concern,Cardiovascular
287526,Hour Approach,Neurological
006956,After Friend,Infectious
387686,Measure Business,Autoimmune
241987,Every Mouth,Cancer
877174,Receive Doctor,Autoimmune
178577,Protect Power,Respiratory
914764,Newspaper Set,Neurological
866431,Let Guy,Cardiovascular
732721,Adult Alone,Infectious
101845,Resource Matter,Endocrine
739573,Task Idea,Endocrine
619676,To Accept,Neurological
514053,Three Simply,Cancer
906955,Plant Defense,Respiratory
536822,Live Whether,Neurological
409523,Raise While,Neurological
279966,True Action,Genetic
088953,Yourself Indicate,Cancer
572169,Wait Movie,Autoimmune
128308,Perhaps Student,Infectious
984867,Spring Off,Cancer
452137,By Score,Genetic
400336,Future Interesting,Genetic
351025,Cost Affect,Cardiovascular
336021,Thank Western,Autoimmune
240319,Its Worry,Cancer
383278,Majority Challenge,Autoimmune
844800,Later Art,Cancer
550823,Physical Tree,Neurological
173886,Art Meeting,Autoimmune
916217,Claim Movement,Autoimmune
564251,Try Seek,Infectious
819220,Continue Type,Genetic
111262,Laugh Many,Cardiovascular
459806,No Hospital,Endocrine
219874,Three Worker,Infectious
196923,Cause Development,Respiratory
178465,Begin Performance,Endocrine
270232,Hundred Meet,Infectious
670772,Tend Keep,Cancer
102955,Moment Five,Cardiovascular
713442,Home Lot,Respiratory
966168,Back Talk,Infectious
354710,And Thank,Cardiovascular
918000,Standard Language,Cancer
201425,Wish Image,Genetic
923987,Role Whom,Infectious
328010,Reveal Father,Respiratory
054191,Store Vote,Respiratory
178200,Simple Ok,Respiratory
458944,Most Lay,Autoimmune
764579,Claim Time,Cancer
549413,Agency South,Neurological
203148,Front Little,Infectious
340520,Really Debate,Cardiovascular
013022,Network Discussion,Cancer
964055,Become Side,Infectious
256852,Keep Dark,Cancer
937855,Friend Such,Cardiovascular
111242,Our Forget,Respiratory
845969,Capital Both,Genetic
125074,Involve Environmental,Cancer
020338,Want Red,Autoimmune
986315,World Suffer,Neurological
366587,Significant Both,Neurological
709468,Rise Conference,Infectious
906189,Address Everyone,Infectious
634150,Continue South,Autoimmune
156670,Strong Report,Infectious
348366,Board Nothing,Autoimmune
338509,Sound Father,Neurological
896188,Find Across,Neurological
453975,Politics According,Endocrine
053285,Style Special,Respiratory
770282,More Watch,Infectious
463859,Benefit Guy,Autoimmune
081948,Animal Ready,Infectious
370093,Anything Help,Infectious
835680,Behind Scene,Genetic
440834,Line Here,Respiratory
601319,Field Himself,Genetic
813863,Cut Hot,Infectious
671311,Less That,Genetic
002148,Kitchen Either,Genetic
937357,Ready Party,Genetic
650490,Fund Anything,Genetic
885574,Forward General,Genetic
574908,Bag Should,Respiratory
496690,Plan House,Cancer
195869,Again Official,Infectious
579387,Store Stay,Endocrine
113967,Old Talk,Cancer
984463,Though Thought,Endocrine
613417,Foreign Policy,Cardiovascular
674809,Later Full,Endocrine
324475,How Despite,Cardiovascular
558856,Statement Store,Endocrine
680009,Above Oil,Respiratory
160779,Public Officer,Genetic
664811,Drug Participant,Respiratory
313030,Nation War,Genetic
104944,Imagine Near,Genetic
692032,Budget Provide,Genetic
989765,Short Start,Neurological
658884,Memory White,Respiratory
194131,Guy Interview,Cancer
087187,Build Weight,Genetic
374659,Difference Need,Infectious
650059,Last Force,Cancer
591002,A Model,Infectious
158462,Production Tax,Neurological
394002,Skin Other,Neurological
762341,Husband Goal,Autoimmune
008581,Society Whose,Genetic
478476,Others Help,Respiratory
646748,Pull Time,Autoimmune
949245,Air Effort,Infectious
727641,Reason Since,Genetic
055341,Between Realize,Endocrine
473382,Collection Six,Cancer
016711,Necessary Myself,Autoimmune
623139,Dinner Operation,Cardiovascular
596620,As Ability,Autoimmune
325849,Room Strategy,Cancer
176692,Ok Apply,Cancer
377368,Base Artist,Neurological
701162,Hot Organization,Genetic
205613,Some Would,Autoimmune
584325,Manage Investment,Endocrine
501095,Majority Your,Cardiovascular
361959,Page Your,Cancer
355438,Head Much,Genetic
829626,Finish Start,Endocrine
194811,Husband Poor,Cancer
992867,Mouth Follow,Autoimmune
201448,Herself Bring,Endocrine
812316,Suffer Media,Cardiovascular
699130,Data Degree,Respiratory
958736,Seven During,Autoimmune
442132,Social Message,Respiratory
922582,Ask Probably,Neurological
344334,Democrat Rate,Cancer
544513,Threat Treatment,Infectious
962465,Medical Everything,Cancer
219052,Here Evidence,Respiratory
874109,Accept On,Genetic
399335,Loss Class,Endocrine
463168,Performance Top,Cancer
247963,Choice Without,Respiratory
632322,Learn International,Neurological
183869,Response Body,Respiratory
060375,Environmental Popular,Cardiovascular
007840,Final Or,Infectious
891861,Environmental Where,Neurological
707903,Change Subject,Endocrine
079463,Garden Effort,Cardiovascular
442259,Rather Boy,Respiratory
602473,Song Animal,Neurological
173879,Probably Best,Endocrine
317340,Field Before,Neurological
380111,Worker One,Infectious
635837,Theory When,Respiratory
267599,Thought Pick,Cardiovascular
897522,Customer Have,Cardiovascular
562076,Beyond Meeting,Endocrine
430066,Heart Out,Infectious
044740,Lawyer Affect,Infectious
733209,Easy Impact,Genetic
805107,Test Book,Genetic
117392,Last Director,Neurological
108708,Lose Cold,Neurological
561862,Sit Even,Infectious
191786,Expect Policy,Neurological
717745,Where Mission,Cancer
814220,Wait Black,Infectious
411236,Condition Forget,Infectious
735712,Teacher Those,Cancer
446739,Up Both,Respiratory
517939,Church Weight,Endocrine
347367,Camera Why,Infectious
032137,Involve Operation,Cardiovascular
187413,Thing Current,Infectious
555847,I Travel,Cardiovascular
888606,Decide Toward,Genetic
158137,Grow If,Infectious
443524,Behind Reality,Neurological
209926,Crime Moment,Autoimmune
807691,Experience Final,Genetic
659421,Power Benefit,Endocrine
814610,Military Century,Cardiovascular
627548,Fish Poor,Endocrine
522864,Understand Its,Respiratory
833622,Simply Remain,Cancer
499058,Piece Who,Neurological
812521,Chance Your,Endocrine
902252,Two Night,Cancer
051258,Wife Wind,Respiratory
699207,Government Break,Cardiovascular
888062,Have Have,Genetic
632975,Anyone Marriage,Neurological
553303,Stuff She,Genetic
057652,Able How,Neurological
731883,Friend Seven,Endocrine
819348,Hotel Term,Endocrine
742258,Story Also,Respiratory
564242,Space Information,Infectious
903642,State Manage,Genetic
491788,Government Tend,Infectious
202806,Attack Their,Cancer
805131,Audience Draw,Neurological
985793,Teach Country,Respiratory
882765,Mrs Return,Genetic
292142,Happy Ability,Cancer
705260,Finally Practice,Autoimmune
732176,What Its,Respiratory
305419,Off Type,Infectious
576133,Window Significant,Cancer
861022,Difficult Project,Endocrine
856878,Bag Onto,Infectious
596920,Shoulder Just,Infectious
738885,Senior Pass,Cardiovascular
717643,Whose Old,Infectious
690965,Car Account,Endocrine
293542,Already Government,Cardiovascular
677008,Hotel About,Cardiovascular
743654,Radio Wall,Infectious
434011,Return Ready,Endocrine
188608,With Easy,Cardiovascular
275568,Particularly Recently,Cardiovascular
765714,End Thousand,Respiratory
064064,Us Less,Genetic
437660,Smile Long,Cardiovascular
460113,Green Project,Cardiovascular
356315,Expect Continue,Autoimmune
282785,Commercial Team,Genetic
834756,Agreement Wish,Cardiovascular
465738,Worry Computer,Endocrine
828387,Within Character,Autoimmune
236144,Game Chair,Genetic
802062,Deal Main,Infectious
981126,Win Stage,Neurological
961236,Group Look,Genetic
650711,Nearly Collection,Cardiovascular
683188,Experience Happy,Genetic
826271,Investment Decade,Autoimmune
668165,Capital Cut,Cardiovascular
162556,Short Citizen,Cancer
254030,Common Thing,Cancer
908912,Seven Everyone,Neurological
517492,Owner Authority,Endocrine
949196,Election Scene,Cardiovascular
873350,Consumer Partner,Cardiovascular
787937,Government Mean,Respiratory
242320,Everything Business,Cardiovascular
305061,Painting Fine,Infectious
583271,Member Alone,Autoimmune
321462,Understand Major,Cancer
757737,Assume Form,Endocrine
882331,Fast Sell,Autoimmune
870514,Ability Letter,Autoimmune
835632,Professional Tough,Respiratory
166134,Green World,Infectious
206889,Check Accept,Genetic
326551,Soldier North,Cancer
914385,Already Travel,Genetic
617385,Pm Hundred,Neurological
973578,Travel Camera,Cardiovascular
660640,Audience Range,Autoimmune
194416,Activity Clear,Infectious
022379,Couple According,Genetic
494584,His Large,Autoimmune
277122,South Live,Cardiovascular
685687,Reality Finally,Cancer
225918,Medical Kid,Respiratory
006572,Ground Four,Cardiovascular
849192,Sea Professor,Endocrine
606226,Type Skill,Neurological
817192,Public Travel,Infectious
826117,Politics Region,Infectious
762027,Cover Million,Autoimmune
923888,Official Service,Respiratory
338117,Gun Ground,Genetic
464245,Mention Check,Autoimmune
599759,Room Positive,Cardiovascular
209890,Teacher Fear,Cancer
068800,Deep Red,Cancer
960108,Shake Seat,Cancer
443680,Else Little,Infectious
241382,Front Particular,Neurological
030839,Fast Quality,Neurological
169207,Suffer Base,Infectious
718015,Include Beautiful,Cancer
922784,Herself Contain,Neurological
709843,Charge Read,Neurological
756856,Reduce Travel,Endocrine
181874,Gun Test,Cardiovascular
934063,Blood Store,Respiratory
478524,While Despite,Cardiovascular
717875,Need Measure,Endocrine
649373,Care Low,Endocrine
736533,Civil See,Neurological
933795,Purpose Computer,Neurological
430901,Throw Floor,Autoimmune
933777,Above More,Autoimmune
281355,Late They,Genetic
818462,Possible Rule,Neurological
491387,Lawyer Land,Cardiovascular
666410,There Shoulder,Neurological
217042,Bit Large,Genetic
819265,Sea Mr,Cardiovascular
535475,Appear Minute,Genetic
290229,Effort Natural,Infectious
347446,Yeah Very,Respiratory
992771,Source Amount,Endocrine
961190,Visit Interesting,Neurological
190714,Catch Life,Infectious
491922,Magazine Phone,Neurological
529500,Anyone Money,Endocrine
816888,See Cost,Endocrine
018429,Deal Baby,Endocrine
826006,Rule Young,Autoimmune
298899,Pattern Image,Autoimmune
401299,Subject Born,Autoimmune
648362,Move Media,Cancer
137637,Close Even,Autoimmune
902999,Family Outside,Respiratory
094672,Success Message,Endocrine
692052,Us Certain,Endocrine
839664,Important Time,Genetic
775457,Firm Cut,Genetic
695563,Mrs Best,Genetic
727904,Bag Avoid,Infectious
302809,North Computer,Autoimmune
041498,Example Analysis,Infectious
121913,Across Issue,Respiratory
447312,Republican Keep,Cancer
110080,Himself Lot,Autoimmune
364272,Born The,Neurological
